system,mode,method,n_frames,seed,k_true,k_visited,k_bic,ari_bic,k_aic,ari_aic,k_icl,ari_icl,k_silhouette,ari_silhouette,k_elbow_gap,ari_elbow_gap,ari_oracle_k
alanine,short,tica,2000,7,3,3,4,0.7331933026159498,4,0.7331933026159498,3,0.9245711915444301,2,0.9434427185870115,2,0.9434427185870115,0.9245711915444301
alanine,short,vae,2000,0,3,3,4,0.32394300310335455,14,0.13012137187979436,1,0.0,3,0.5177591671090228,3,0.5177591671090228,0.5177591671090228
alanine,short,vae,2000,1,3,3,3,0.5113877506234115,10,0.18772692421660075,1,0.0,3,0.5113877506234115,3,0.5113877506234115,0.5113877506234115
alanine,short,vae,2000,2,3,3,3,0.5591836120890573,12,0.1419133430687311,1,0.0,3,0.5591836120890573,3,0.5591836120890573,0.5591836120890573
alanine,short,vae,2000,3,3,2,4,0.22595243783656552,15,0.06114742789841517,1,0.0,3,0.27616646609957113,3,0.27616646609957113,0.27616646609957113
alanine,short,vae,2000,4,3,3,3,0.46887088351199224,7,0.17056136343796474,1,0.0,3,0.46887088351199224,3,0.46887088351199224,0.46887088351199224
alanine,short,vae,2000,5,3,2,3,0.5041198624217448,13,0.11776597881867912,1,0.0,3,0.5041198624217448,3,0.5041198624217448,0.5041198624217448
alanine,short,vae,2000,6,3,2,3,0.44637132638908156,14,0.0932695406118371,1,0.0,3,0.44637132638908156,3,0.44637132638908156,0.44637132638908156
alanine,short,vae,2000,7,3,3,3,0.5912827686118912,14,0.13989912421855488,1,0.0,3,0.5912827686118912,3,0.5912827686118912,0.5912827686118912
alanine,short,pca,4000,0,3,3,9,0.20225014094153557,14,0.14315592597879392,4,0.5215565373879881,4,0.5215565373879881,3,0.5543202634733574,0.5543202634733574
alanine,short,pca,4000,1,3,3,9,0.21150611897537602,15,0.12362721349724633,4,0.5195026754499217,4,0.5195026754499217,3,0.558330081896778,0.558330081896778
alanine,short,pca,4000,2,3,3,8,0.21795656347789188,13,0.12474355051797537,4,0.4935887018233566,3,0.5287892002137524,3,0.5287892002137524,0.5287892002137524
alanine,short,pca,4000,3,3,2,6,0.19216434589672834,14,0.07805968217973422,3,0.3998844569686601,3,0.3998844569686601,3,0.3998844569686601,0.3998844569686601
alanine,short,pca,4000,4,3,3,8,0.21386831520318486,15,0.11401529218147193,4,0.5097294338346401,3,0.541116362868646,3,0.541116362868646,0.541116362868646
alanine,short,pca,4000,5,3,2,8,0.23422884570060523,12,0.1583963422219052,3,0.5604404809800778,3,0.5604404809800778,3,0.5604404809800778,0.5604404809800778
alanine,short,pca,4000,6,3,3,8,0.23344270368050568,13,0.14626044059918974,4,0.5276786332606891,3,0.5701395464986699,3,0.5701395464986699,0.5701395464986699
alanine,short,pca,4000,7,3,3,8,0.2740830908689012,15,0.12917389879557842,3,0.6065979190149124,3,0.6065979190149124,3,0.6065979190149124,0.6065979190149124
alanine,short,tica,4000,0,3,3,4,0.76769737242137,4,0.76769737242137,3,0.9133896126449178,2,0.9557729871507885,2,0.9557729871507885,0.9133896126449178
alanine,short,tica,4000,1,3,3,4,0.7282704178045253,8,0.2867956182120612,3,0.8803450132810233,2,0.9403813129681107,2,0.9403813129681107,0.8803450132810233
alanine,short,tica,4000,2,3,3,4,0.6760820217442215,5,0.46314911480408283,3,0.8912294800837289,2,0.9519766768499968,2,0.9519766768499968,0.8912294800837289
alanine,short,tica,4000,3,3,2,3,0.8923355149436624,9,0.17138309118045295,3,0.8923355149436624,2,0.9195008317056141,2,0.9195008317056141,0.8923355149436624
alanine,short,tica,4000,4,3,3,4,0.6369177146564933,4,0.6369177146564933,3,0.9168668690313683,2,0.9649178700500768,2,0.9649178700500768,0.9168668690313683
alanine,short,tica,4000,5,3,2,5,0.6271555758645055,5,0.6271555758645055,3,0.8950240990915475,2,0.9540329548125192,2,0.9540329548125192,0.8950240990915475
alanine,short,tica,4000,6,3,3,4,0.6605684396532073,6,0.5025953379703882,3,0.8819844585759982,2,0.9485462646889468,2,0.9485462646889468,0.8819844585759982
alanine,short,tica,4000,7,3,3,4,0.6427820468567286,8,0.3211919982495764,3,0.9205520864488502,2,0.9506955749820936,2,0.9506955749820936,0.9205520864488502
alanine,short,vae,4000,0,3,3,8,0.20179088622768798,11,0.1460581043153749,1,0.0,3,0.5446175647710804,3,0.5446175647710804,0.5446175647710804
alanine,short,vae,4000,1,3,3,4,0.49085491502163575,15,0.10700781150096939,1,0.0,3,0.5312946470679999,3,0.5312946470679999,0.5312946470679999
alanine,short,vae,4000,2,3,3,4,0.33828972788510964,15,0.10446828917518776,1,0.0,3,0.49647418460323356,2,0.5909323096688529,0.49647418460323356
alanine,short,vae,4000,3,3,2,4,0.23838903649019333,15,0.06718690026418753,1,0.0,3,0.3506527546992209,2,0.039934730277278015,0.3506527546992209
alanine,short,vae,4000,4,3,3,4,0.48005775656910105,11,0.1409451301505881,1,0.0,3,0.517138678492499,3,0.517138678492499,0.517138678492499
alanine,short,vae,4000,5,3,2,11,0.1607232062867737,15,0.12171527414316113,1,0.0,3,0.5646887972725199,3,0.5646887972725199,0.5646887972725199
alanine,short,vae,4000,6,3,3,4,0.49300473537744527,15,0.12373427827875182,1,0.0,3,0.5660673505198949,3,0.5660673505198949,0.5660673505198949
alanine,short,vae,4000,7,3,3,5,0.33804067666152904,14,0.13027869553631607,1,0.0,3,0.5657860829857186,3,0.5657860829857186,0.5657860829857186
alanine,short,pca,8000,0,3,3,11,0.13974332665843514,14,0.11061632997181751,4,0.48188600649465685,3,0.5050636193208542,3,0.5050636193208542,0.5050636193208542
alanine,short,pca,8000,1,3,3,10,0.17909761470538108,14,0.13348135726241286,4,0.5202132410096845,3,0.5614458697251882,3,0.5614458697251882,0.5614458697251882
alanine,short,pca,8000,2,3,3,12,0.13180907864270794,15,0.10531009540689407,4,0.4789056036877825,3,0.5152539020852867,3,0.5152539020852867,0.5152539020852867
alanine,short,pca,8000,3,3,3,13,0.11265382736133249,14,0.10252120605434767,4,0.4610064964937883,3,0.4898269563628067,3,0.4898269563628067,0.4898269563628067
alanine,short,pca,8000,4,3,3,8,0.20679001811797446,14,0.12040764201840885,4,0.49801784690571516,3,0.5273121614854774,3,0.5273121614854774,0.5273121614854774
alanine,short,pca,8000,5,3,3,10,0.21464924339385683,14,0.160601261790471,4,0.423831647295995,3,0.4156222665287996,2,0.6190560764057741,0.4156222665287996
alanine,short,pca,8000,6,3,3,10,0.17680923154430636,14,0.11876864551093688,4,0.5226257719302204,3,0.5622597353402138,3,0.5622597353402138,0.5622597353402138
alanine,short,pca,8000,7,3,3,9,0.2238186078658994,14,0.13225541516501774,4,0.53966946691054,3,0.5969535795841081,3,0.5969535795841081,0.5969535795841081
alanine,short,tica,8000,0,3,3,4,0.6967652453501083,7,0.2719374031331992,3,0.8821519852013299,2,0.9511470574959987,2,0.9511470574959987,0.8821519852013299
alanine,short,tica,8000,1,3,3,5,0.48751719158027446,12,0.1799101387340788,3,0.9094482577508237,2,0.9486834284204135,2,0.9486834284204135,0.9094482577508237
alanine,short,tica,8000,2,3,3,5,0.489663797777354,9,0.20976693309369812,3,0.8803854373577605,2,0.9490924475401566,2,0.9490924475401566,0.8803854373577605
alanine,short,tica,8000,3,3,3,4,0.641720804182935,8,0.26752422906071344,3,0.890817300770412,2,0.9426081861637884,2,0.9426081861637884,0.890817300770412
alanine,short,tica,8000,4,3,3,5,0.5555583614356707,6,0.3964091403512969,3,0.9011376940899869,2,0.956514723254876,2,0.956514723254876,0.9011376940899869
alanine,short,tica,8000,5,3,3,12,0.3946233449871122,13,0.36797130628099295,5,0.8933596510929309,4,0.9413318696719025,3,0.9786806576671044,0.9786806576671044
alanine,short,tica,8000,6,3,3,5,0.5938122523344106,6,0.4327655381902688,3,0.8886293695382101,2,0.9468218743554616,2,0.9468218743554616,0.8886293695382101
alanine,short,tica,8000,7,3,3,4,0.7644559748017965,6,0.7454158261216892,3,0.9057939086711219,2,0.953455739398916,2,0.953455739398916,0.9057939086711219
alanine,short,vae,8000,0,3,3,9,0.146403113778146,15,0.09759280109859289,1,0.0,3,0.4985749344364156,2,0.7402056374815609,0.4985749344364156
alanine,short,vae,8000,1,3,3,11,0.15498600269417823,14,0.11928611091903463,1,0.0,3,0.5219885964112949,3,0.5219885964112949,0.5219885964112949
alanine,short,vae,8000,2,3,3,11,0.1402437698989075,14,0.11457583920686562,1,0.0,3,0.5236616170579812,3,0.5236616170579812,0.5236616170579812
alanine,short,vae,8000,3,3,3,10,0.1301031025336276,15,0.08844331663496276,1,0.0,3,0.48133909105752387,3,0.48133909105752387,0.48133909105752387
alanine,short,vae,8000,4,3,3,12,0.12763742259841424,13,0.11281447627306124,1,0.0,3,0.5274821872530451,3,0.5274821872530451,0.5274821872530451
alanine,short,vae,8000,5,3,3,13,0.2881741614513992,15,0.22319100058456529,1,0.0,4,0.39719308337355724,2,0.5307587889845198,0.4156587067186065
alanine,short,vae,8000,6,3,3,9,0.17689658837981212,14,0.1232936993851596,1,0.0,3,0.5437461975302037,3,0.5437461975302037,0.5437461975302037
alanine,short,vae,8000,7,3,3,9,0.1968252459926355,15,0.13170996401948995,1,0.0,3,0.5585644504823495,3,0.5585644504823495,0.5585644504823495
alanine,short,pca,16000,0,3,3,14,0.10941737845738575,15,0.10419115785414373,4,0.4837972898761769,3,0.5103456873215766,3,0.5103456873215766,0.5103456873215766
alanine,short,pca,16000,1,3,3,13,0.15117033102675892,13,0.15117033102675892,4,0.5321364412196382,3,0.5829918426485722,3,0.5829918426485722,0.5829918426485722
alanine,short,pca,16000,2,3,3,14,0.10563168026428213,15,0.10183327213096939,4,0.48098717422213944,3,0.5050671960899301,3,0.5050671960899301,0.5050671960899301
alanine,short,pca,16000,3,3,3,14,0.10698233924450941,14,0.10698233924450941,4,0.48560488740699187,3,0.5092543338709125,3,0.5092543338709125,0.5092543338709125
alanine,short,pca,16000,4,3,3,13,0.14778400408441333,15,0.12191136932882814,4,0.4388301205639312,3,0.448970711790309,2,0.7439330859284009,0.448970711790309
alanine,short,pca,16000,5,3,3,13,0.14060129240479022,15,0.12725901883967194,4,0.4310697431137867,3,0.4546529083169587,2,0.7128113415775,0.4546529083169587
alanine,short,pca,16000,6,3,3,12,0.16238494550099866,15,0.12045805545878617,4,0.5276425724433721,3,0.5739303864551599,3,0.5739303864551599,0.5739303864551599
